Place Name,Room Type,Accommodates,Price,Rating,Num_Reviews,First Review,Last Review,Availability,Instant Book,Neighborhood ID,District,Neighborhood,Host ID,Host Name,Email,Date Joined,Host Location,Response Time,Response Rate,Acceptance Rate,Superhost,Listing Age (days),Days Since Last Review,Host Tenure (years)
STUNNING BROWNSTONE IN WEST HARLEM 4 BEDR 3 BATH,Entire place,8,380.0,4.98,54,2016-05-30,2020-05-20,263,False,16,Manhattan,Harlem,1459,Dolores S. Reyes,dsreyes@gmail.com,2013-11-28,"New York, New York, United States",Within an hour,100.0,97.0,False,1402,-49,6.3
Modern & cosy Bronx apt w/ parking,Entire place,2,99.0,4.83,80,2016-05-18,2020-07-30,74,False,6,Bronx,Wakefield,1541,Jay D. Williamson,jdwilliamson67@yahoo.com,2014-01-29,"New York, New York, United States",Within a day,100.0,92.0,True,1414,-120,6.2
"1 Bedroom, Close to 4, 5, 6 trains",Private room,1,60.0,4.9,176,2016-05-06,2020-08-08,175,True,14,Manhattan,East Harlem,2794,Todd G. Murphy,toddm@outlook.com,2016-04-21,"New York, New York, United States",Within an hour,100.0,100.0,True,1426,-129,3.9
Lovely apartment as home,Private room,2,99.0,4.99,244,2016-05-15,2020-08-13,356,False,22,Queens,Flushing,2797,June J. Ness,junen@yahoo.com,2016-04-21,"Queens, New York, United States",Within an hour,97.0,100.0,True,1417,-134,3.9
3 Bedroom Apartment Near Central Park,Entire place,5,60.0,4.56,27,2016-05-07,2020-02-29,348,False,20,Manhattan,Upper West Side,1496,Evelyn P. Mehmood,epmehmood@hotmail.com,2013-12-21,"New York, New York, United States",Within an hour,81.0,85.0,False,1425,32,6.3
1BR Avaliable in 3Br Condo,Private room,1,55.0,4.91,34,2016-07-19,2020-03-09,89,False,16,Manhattan,Harlem,1774,Angela E. Stevens,angelaestevens57@hotmail.com,2014-07-03,"New York, New York, United States",Within an hour,100.0,93.0,True,1352,23,5.7
UWS Duplex 3bdrm next to Central Pk,Entire place,6,235.0,4.8,5,2016-05-03,2019-08-12,310,False,20,Manhattan,Upper West Side,1010,Martha J. Kane,marthak@hotmail.com,2013-02-20,"New York, New York, United States",Within a few hours,95.0,85.0,False,1429,233,7.1
Spacious 4bdrm next to CentralPk,Entire place,4,300.0,4.6,5,2017-05-19,2019-12-22,252,False,20,Manhattan,Upper West Side,1010,Martha J. Kane,marthak@hotmail.com,2013-02-20,"New York, New York, United States",Within a few hours,95.0,85.0,False,1048,101,7.1
Luminous room,Private room,2,68.0,4.81,32,2016-05-26,2020-08-12,274,False,21,Queens,Astoria,1479,Carl M. Chua,carlchua12@hotmail.com,2013-12-12,"New York, New York, United States",Within an hour,100.0,97.0,True,1406,-133,6.3
Sunny light filled comfy bedroom,Private room,2,85.0,4.75,102,2016-05-31,2020-01-02,359,True,14,Manhattan,East Harlem,1420,Brian D. Morton,briandmorton85@yahoo.com,2013-11-06,"New York, New York, United States",Within a day,67.0,100.0,False,1401,90,6.4
Sunny light filled bedroom,Private room,2,85.0,4.82,101,2016-06-06,2020-01-02,360,True,14,Manhattan,East Harlem,1420,Brian D. Morton,briandmorton85@yahoo.com,2013-11-06,"New York, New York, United States",Within a day,67.0,100.0,False,1395,90,6.4
CENTRAL PARK / COLUMBUS CIRCLE /1BR,Entire place,3,110.0,4.33,3,2016-12-12,2019-10-05,365,False,17,Manhattan,Hell's Kitchen,465,Kevin A. Rogers,kevinrogers@gmail.com,2011-12-05,"New York, New York, United States",Within a few hours,85.0,38.0,False,1206,179,8.3
Perfect for couples visiting NYC,Private room,2,60.0,4.75,20,2016-05-23,2019-02-20,0,True,14,Manhattan,East Harlem,2794,Todd G. Murphy,toddm@outlook.com,2016-04-21,"New York, New York, United States",Within an hour,100.0,100.0,True,1409,406,3.9
Large Middle Bedroom & Private Backyard,Private room,2,55.0,4.74,50,2016-05-11,2020-01-01,90,False,7,Brooklyn,Bedford-Stuyvesant,2198,Tracy M. Foster,tracyf@outlook.com,2015-04-08,"New York, New York, United States",Within a day,100.0,94.0,True,1421,91,5.0
Small comfy attick room,Private room,1,38.0,4.88,24,2016-07-01,2020-01-01,140,False,30,Staten Island,Tompkinsville,1657,Gwendolyn B. Gates,gwendolyngates65@hotmail.com,2014-04-23,"New York, New York, United States",Within a few hours,100.0,82.0,True,1370,91,5.9
Comfortable Private Room w/ 1 Full Bed,Private room,2,35.0,4.65,112,2016-04-30,2020-03-08,365,False,22,Queens,Flushing,2767,Chad F. Gupta,cfgupta@yahoo.com,2016-04-04,"New York, New York, United States",Within an hour,97.0,91.0,False,1432,24,4.0
Cozy Private Room w/ 1 Queen Bed,Private room,2,35.0,4.5,111,2016-06-16,2020-07-20,180,False,22,Queens,Flushing,2767,Chad F. Gupta,cfgupta@yahoo.com,2016-04-04,"New York, New York, United States",Within an hour,97.0,91.0,False,1385,-110,4.0
"NE cold AC, WiFi, 5min to Jtrain, 24hr deli, more*",Private room,2,45.0,4.74,39,2016-08-17,2020-07-25,261,False,7,Brooklyn,Bedford-Stuyvesant,2800,Jackie F. Jensen,jackiejensen@yahoo.com,2016-04-25,"New York, New York, United States",Within an hour,100.0,89.0,False,1323,-115,3.9
NYC 2 BDRM Apt. Apt. 3A,Entire place,4,173.0,4.45,11,2016-08-15,2020-03-14,365,True,18,Manhattan,Midtown,1780,Pamela H. Rosario,pamelar@gmail.com,2014-07-07,"New York, New York, United States",Within an hour,100.0,89.0,False,1325,18,5.7
"Sunny, quiet and spacious Bedroom",Private room,2,63.0,4.49,69,2016-05-18,2020-06-26,0,True,11,Brooklyn,Greenpoint,1988,Brandy M. Dennis,brandymdennis@hotmail.com,2014-11-06,"New York, New York, United States",Within a day,100.0,75.0,False,1414,-86,5.4
"So cold AC, WiFi, 5min Jtrain, 24 hour deli, more*",Private room,2,45.0,4.57,49,2016-06-06,2020-05-24,264,False,7,Brooklyn,Bedford-Stuyvesant,2800,Jackie F. Jensen,jackiejensen@yahoo.com,2016-04-25,"New York, New York, United States",Within an hour,100.0,89.0,False,1395,-53,3.9
Cozy Room Near Central Park,Private room,2,69.0,4.86,14,2019-12-28,2020-03-01,137,True,20,Manhattan,Upper West Side,2697,Brandon R. Gordon,brgordon@outlook.com,2016-02-24,"New York, New York, United States",Within an hour,100.0,98.0,False,95,31,4.1
Disinfected/Elegant/Classy Artist Loft 2 Priv bdms,Entire place,5,147.0,5.0,17,2016-06-15,2018-12-16,163,False,24,Queens,Long Island City,1313,Danielle M. Ortega,daniellemortega@yahoo.com,2013-08-26,"New York, New York, United States",Within a few hours,100.0,100.0,False,1386,472,6.6
Huge private garden in 1700sf Brownstone Duplex,Entire place,4,235.0,4.84,49,2016-05-05,2020-07-08,3,False,7,Brooklyn,Bedford-Stuyvesant,508,Nicole J. Hammond,njhammond@hotmail.com,2012-01-30,"New York, New York, United States",Within an hour,91.0,82.0,True,1427,-98,8.2
4 Bedroom Oversized Townhouse Midtown Location 2,Entire place,10,775.0,4.88,34,2016-09-23,2020-02-02,319,False,17,Manhattan,Hell's Kitchen,2805,Zachary T. Hopkins,zacharythopkins@outlook.com,2016-05-01,"New York, New York, United States",Within an hour,100.0,88.0,True,1286,59,3.9
4 Bedroom Midtown Location 2000sf Townhouse 1,Entire place,10,775.0,4.81,31,2016-10-28,2020-02-20,320,False,17,Manhattan,Hell's Kitchen,2805,Zachary T. Hopkins,zacharythopkins@outlook.com,2016-05-01,"New York, New York, United States",Within an hour,100.0,88.0,True,1251,41,3.9
Cosy simple room in 3bd Sunny Harlem Walkup!,Private room,1,70.0,4.89,9,2016-09-04,2017-05-30,60,False,16,Manhattan,Harlem,1085,Norman M. Bradshaw,normanb91@outlook.com,2013-04-16,"New York, New York, United States",Within a day,71.0,0.0,False,1305,1037,7.0
Beautiful modern home!,Private room,3,49.0,4.65,34,2016-05-26,2019-10-19,364,False,2,Bronx,Concourse,2509,Kimberly M. Garcia,kimberlygarcia2@gmail.com,2015-10-19,"New York, New York, United States",A few days or more,0.0,29.0,False,1406,165,4.5
Cozy Modern One Bedroom in Chelsea,Entire place,3,259.0,4.86,7,2017-10-21,2019-10-20,364,False,13,Manhattan,Chelsea,1944,Justin A. Walsh,justinwalsh14@gmail.com,2014-10-14,"New York, New York, United States",Within a few hours,92.0,85.0,False,893,164,5.5
Cozy Modern 1 Bedroom in Chelsea,Entire place,3,259.0,4.75,4,2017-01-27,2019-11-22,364,False,13,Manhattan,Chelsea,1944,Justin A. Walsh,justinwalsh14@gmail.com,2014-10-14,"New York, New York, United States",Within a few hours,92.0,85.0,False,1160,131,5.5
Cozy Modern Apartment in Chelsea,Entire place,3,259.0,4.75,4,2017-06-17,2019-11-23,347,False,13,Manhattan,Chelsea,1944,Justin A. Walsh,justinwalsh14@gmail.com,2014-10-14,"New York, New York, United States",Within a few hours,92.0,85.0,False,1019,130,5.5
Bright Williamsburg Loft w Balcony,Entire place,2,250.0,4.93,14,2016-09-07,2018-07-01,0,False,12,Brooklyn,Williamsburg,1323,Douglas J. Pearson,douglasp40@outlook.com,2013-09-04,"London, England, United Kingdom",Within an hour,80.0,100.0,False,1302,640,6.6
Lovely 1 BDRM - Subway 1 Blk - Chic,Entire place,4,171.0,4.81,37,2016-08-12,2020-02-22,175,True,15,Manhattan,East Village,1897,Dennis G. Moreno,dennism@gmail.com,2014-09-14,"New York, New York, United States",Within an hour,100.0,90.0,False,1328,39,5.5
Lovely large 2BR Apartment Close to Subway,Entire place,4,120.0,4.83,64,2017-04-16,2020-07-31,90,False,25,Queens,Ridgewood,677,Ruth B. Jacobs,rbjacobs39@outlook.com,2012-06-13,"New York, New York, United States",Within a few hours,100.0,100.0,True,1081,-121,7.8
Modern Cozy One Bedroom near Theater District,Entire place,3,259.0,5.0,3,2016-11-20,2018-09-11,364,False,17,Manhattan,Hell's Kitchen,1944,Justin A. Walsh,justinwalsh14@gmail.com,2014-10-14,"New York, New York, United States",Within a few hours,92.0,85.0,False,1228,568,5.5
"New York City Brownstone, Hip and Historic Harlem",Entire place,9,400.0,5.0,59,2016-06-17,2019-12-13,14,True,16,Manhattan,Harlem,2683,Phyllis L. Torres,phyllisltorres91@yahoo.com,2016-02-14,"Maine, New York, United States",Within a few hours,100.0,100.0,False,1384,110,4.1
The Golden Hand in Harlem â˜ž Bright + Modern 1BR,Entire place,2,140.0,4.93,55,2016-06-13,2020-05-17,0,False,16,Manhattan,Harlem,846,Richard J. Slater,richards46@gmail.com,2012-09-30,"New York, New York, United States",Within a few hours,90.0,94.0,True,1388,-46,7.5
Private Studio,Entire place,2,60.0,4.56,71,2016-06-01,2019-12-01,172,False,22,Queens,Flushing,2767,Chad F. Gupta,cfgupta@yahoo.com,2016-04-04,"New York, New York, United States",Within an hour,97.0,91.0,False,1400,122,4.0
Newly Renovated Duplex Apartment,Entire place,5,274.0,4.91,129,2016-05-15,2020-07-29,362,False,7,Brooklyn,Bedford-Stuyvesant,2590,Anna K. Archer,akarcher@yahoo.com,2015-12-19,"Brooklyn, New York, United States",Within an hour,99.0,94.0,True,1417,-119,4.3
Remodeled Brand New Brooklyn Apartment,Entire place,3,134.0,4.51,147,2016-05-31,2020-06-27,306,True,8,Brooklyn,Bushwick,430,Wayne M. Gaines,waynemgaines55@yahoo.com,2011-11-08,"Brooklyn, New York, United States",Within an hour,87.0,99.0,False,1401,-87,8.4
"Joellen's Place Roomy 1-Queen Bed, Bushwick Apt.",Private room,2,89.0,4.99,74,2016-06-10,2020-06-07,179,True,8,Brooklyn,Bushwick,2815,Margaret T. Harding,mtharding@gmail.com,2016-05-09,"New York, New York, United States",Within an hour,100.0,100.0,True,1391,-67,3.9
"Joellen's Place Spacious 2-twin bed, Bushwick Apt.",Private room,2,75.0,4.91,92,2016-06-05,2019-12-26,179,True,8,Brooklyn,Bushwick,2815,Margaret T. Harding,mtharding@gmail.com,2016-05-09,"New York, New York, United States",Within an hour,100.0,100.0,True,1396,97,3.9
Stylish unique Loft in prime area of Brooklyn,Entire place,2,120.0,4.81,26,2016-09-18,2020-05-31,27,False,7,Brooklyn,Bedford-Stuyvesant,281,Deborah A. Moody,damoody@outlook.com,2011-06-21,"New York, New York, United States",Within an hour,100.0,67.0,True,1291,-60,8.8
Gorgeous- 2 Bedroom Apartment,Entire place,3,138.0,5.0,3,2018-06-13,2019-12-20,365,False,19,Manhattan,Upper East Side,1605,Gladys N. Cruz,gladysc@hotmail.com,2014-03-20,"New York, New York, United States",Within an hour,92.0,84.0,False,658,103,6.0
Big Room in Brownstone Apartment!,Private room,1,50.0,5.0,4,2017-05-02,2018-07-21,90,False,25,Queens,Ridgewood,932,Nicole D. Fisher,ndfisher@gmail.com,2012-12-12,"New York, New York, United States",Within a few hours,100.0,50.0,False,1065,620,7.3
Priv Rm w. Big Loft  Living Room across from FIT,Private room,1,106.0,5.0,8,2016-06-28,2019-09-06,364,False,13,Manhattan,Chelsea,1146,Kenneth B. Goyal,kennethgoyal84@hotmail.com,2013-05-21,"New York, New York, United States",Within a day,50.0,90.0,False,1373,208,6.9
King suite with jacuzzi,Private room,2,175.0,4.5,4,2016-10-01,2019-12-31,365,False,16,Manhattan,Harlem,985,Harold C. Tyagi,haroldt25@yahoo.com,2013-01-26,"New York, New York, United States",Within an hour,100.0,67.0,False,1278,92,7.2
Beautiful Apartment in Harlem,Entire place,5,70.0,4.2,5,2016-08-12,2017-01-07,167,False,16,Manhattan,Harlem,302,Richard L. Chin,richardc65@yahoo.com,2011-07-12,"New York, New York, United States",Within a day,100.0,33.0,False,1328,1180,8.7
"Private, cozy room in the heart of Crown Heights",Private room,2,68.0,5.0,32,2017-10-15,2020-03-13,38,False,9,Brooklyn,Crown Heights,1978,Brittney J. John,bjjohn@hotmail.com,2014-11-02,"New York, New York, United States",Within a few hours,100.0,88.0,True,899,19,5.4
DAZZLING APT  SKYLINE VIEW IN PRIME LOCATION,Entire place,2,200.0,4.97,36,2016-05-22,2020-07-07,305,True,13,Manhattan,Chelsea,2822,Zachary T. Burns,ztburns@hotmail.com,2016-05-13,"New York, New York, United States",Within an hour,100.0,97.0,True,1410,-97,3.9
Quiet Two Bedroom with Sunroom,Entire place,4,130.0,4.92,159,2016-05-25,2020-02-24,0,False,25,Queens,Ridgewood,2538,Timothy O. Fisher,timothyfisher@yahoo.com,2015-11-11,"New York, New York, United States",Within an hour,100.0,94.0,True,1407,37,4.4
Samaria's Brownstone (Crown Heights),Entire place,3,125.0,4.73,83,2016-05-29,2019-12-08,179,False,9,Brooklyn,Crown Heights,2825,Erica M. Mendoza,emmendoza@outlook.com,2016-05-14,"New York, New York, United States",A few days or more,40.0,95.0,False,1403,115,3.9
"Penthouse, private patio, hammock, city views",Entire place,3,179.0,4.91,161,2016-07-17,2020-07-30,158,False,12,Brooklyn,Williamsburg,679,Bobby M. Wilder,bobbymwilder@hotmail.com,2012-06-14,"New York, New York, United States",Within an hour,92.0,95.0,True,1354,-120,7.8
Midtown 2 full bedrooms,Entire place,5,175.0,4.74,115,2016-05-24,2020-06-15,335,False,17,Manhattan,Hell's Kitchen,2771,Virginia J. Rice,vjrice81@hotmail.com,2016-04-08,"New York, New York, United States",Within a day,77.0,93.0,False,1408,-75,4.0
Bk's Finest City life close to Transportation,Private room,2,48.0,4.71,298,2016-06-06,2020-07-27,64,True,8,Brooklyn,Bushwick,2571,Rosemary E. Keller,rosemaryk94@hotmail.com,2015-12-05,"Brooklyn, New York, United States",Within an hour,84.0,97.0,False,1395,-117,4.3
"3,500 sqf Spectacular Luxury Downtown Loft",Entire place,6,743.0,5.0,13,2016-05-30,2019-12-29,2,False,13,Manhattan,Chelsea,1014,Jack B. Medina,jackmedina@yahoo.com,2013-03-03,"New York, New York, United States",Within a day,83.0,29.0,False,1402,94,7.1
Stunning 2BR Apartment in Sunnyside,Entire place,5,150.0,4.98,184,2016-08-11,2020-03-15,346,False,26,Queens,Sunnyside,1383,Steven K. Rao,skrao25@outlook.com,2013-10-14,"New York, New York, United States",Within an hour,100.0,99.0,True,1329,17,6.5
A Brooklyn Experience,Entire place,4,139.0,4.98,127,2016-05-21,2020-05-17,149,False,9,Brooklyn,Crown Heights,2826,Debra F. Lane,debral22@yahoo.com,2016-05-16,"Brooklyn, New York, United States",Within a few hours,100.0,65.0,True,1411,-46,3.9
Cozy Private Bedroom - Williamsburg,Private room,1,69.0,5.0,6,2017-10-12,2020-03-16,44,False,12,Brooklyn,Williamsburg,441,Heather J. Osborne,heatherjosborne64@gmail.com,2011-11-16,"New York, New York, United States",Within a day,100.0,83.0,False,902,16,8.4
Beautiful 3 bedroom loft  Greenpoint/Williamsburg!,Entire place,5,125.0,4.95,118,2016-06-16,2020-02-25,44,False,11,Brooklyn,Greenpoint,1489,Dennis J. Yousef,djyousef@hotmail.com,2013-12-17,"New York, New York, United States",Within a day,50.0,90.0,False,1385,36,6.3
NYC Upper East 3B Home with Private Garden,Entire place,6,375.0,4.88,8,2018-07-14,2020-01-02,168,False,19,Manhattan,Upper East Side,2831,John H. Pandey,jhpandey70@gmail.com,2016-05-17,"Mound House, Nevada, United States",A few days or more,0.0,47.0,False,627,90,3.9
Garden Overlook,Private room,2,69.0,4.66,145,2016-05-23,2020-01-02,228,False,9,Brooklyn,Crown Heights,2827,Brittany L. Quinn,brittanyq77@outlook.com,2016-05-16,"New York, New York, United States",Within an hour,100.0,97.0,False,1409,90,3.9
NYC living to it's fullest... in a good way!,Entire place,4,147.0,4.81,31,2016-05-27,2019-12-24,180,False,14,Manhattan,East Harlem,385,Mark S. Schultz,markschultz68@hotmail.com,2011-09-27,"New York, New York, United States",Within a day,100.0,67.0,False,1405,99,8.5
Bright and Cozy Bed-Stuy Room,Private room,3,46.0,4.37,144,2016-05-31,2020-06-22,357,False,7,Brooklyn,Bedford-Stuyvesant,2836,Cynthia R. Moore,cynthiarmoore@gmail.com,2016-05-19,"New York, New York, United States",Within an hour,95.0,94.0,False,1401,-82,3.9
"On Fifth, Across From Central Park",Entire place,3,172.0,4.99,67,2016-08-02,2020-03-12,228,False,14,Manhattan,East Harlem,2837,Shawn C. Valencia,shawnv@gmail.com,2016-05-20,"New York, New York, United States",Within a day,100.0,100.0,True,1338,20,3.9
Beautiful Bushwick Bungalow,Entire place,2,150.0,4.98,126,2016-05-25,2020-03-16,288,True,12,Brooklyn,Williamsburg,1844,Jessica S. Ryan,jessicasryan70@gmail.com,2014-08-16,"New York, New York, United States",Within an hour,100.0,100.0,True,1407,16,5.6
Unique 2BR Apartment,Entire place,4,150.0,4.98,108,2016-05-30,2020-07-26,119,False,24,Queens,Long Island City,2212,Joshua J. Lin,jjlin@hotmail.com,2015-04-18,"New York, New York, United States",Within a few hours,100.0,81.0,True,1402,-116,5.0
Gorgeous Bedroom in Manhattan Midtown West,Private room,1,75.0,4.96,173,2016-06-09,2020-03-14,227,False,17,Manhattan,Hell's Kitchen,2636,Gregory D. Baker,gregoryb4@yahoo.com,2016-01-13,"New York, New York, United States",Within an hour,75.0,91.0,False,1392,18,4.2
Lefferts garden gem,Private room,1,63.0,4.71,31,2016-06-06,2020-01-16,365,False,10,Brooklyn,East Flatbush,2823,Joshua J. Adkins,jjadkins3@gmail.com,2016-05-13,"New York, New York, United States",Within an hour,100.0,100.0,True,1395,76,3.9
RARE UES APT W/PRIV STREET ENTRANCE,Entire place,3,145.0,4.9,118,2016-06-13,2020-02-23,360,False,19,Manhattan,Upper East Side,2301,Peter J. Hodge,peterh6@gmail.com,2015-06-09,"New York, New York, United States",Within a few hours,75.0,97.0,True,1388,38,4.8
"Best Value 1,000SF 2BR Classic Brownstone",Entire place,6,150.0,4.46,168,2016-06-19,2019-12-27,361,False,9,Brooklyn,Crown Heights,2842,Tiffany C. Harun,tiffanycharun@hotmail.com,2016-05-22,"New York, New York, United States",A few days or more,0.0,83.0,False,1382,96,3.9
"Brownstone garden 2 bedroom duplex, Central Park",Entire place,6,202.0,4.7,10,2017-05-13,2020-03-15,267,True,20,Manhattan,Upper West Side,1010,Martha J. Kane,marthak@hotmail.com,2013-02-20,"New York, New York, United States",Within a few hours,95.0,85.0,False,1054,17,7.1
Large 1-bedroom apartment with amazing rooftop,Entire place,4,180.0,4.86,7,2016-06-15,2017-05-29,0,True,15,Manhattan,East Village,2847,Janet S. Sharp,janetssharp90@yahoo.com,2016-05-23,"London, England, United Kingdom",Within an hour,100.0,100.0,False,1386,1038,3.9
Large Sunny Bedroom with Empire State Views,Private room,2,35.0,4.56,231,2016-06-24,2020-06-05,2,False,18,Manhattan,Midtown,2202,Gladys G. Manning,ggmanning46@gmail.com,2015-04-13,"New York, New York, United States",Within a few hours,100.0,87.0,False,1377,-65,5.0
"Zen, spotless Williamsburg 2BR private w/ outdoor",Entire place,4,349.0,4.9,61,2016-06-21,2020-03-08,36,False,12,Brooklyn,Williamsburg,1838,Judy M. Meadows,judymeadows@hotmail.com,2014-08-11,"Seattle, Washington, United States",Within a few hours,60.0,71.0,False,1380,24,5.6
